GSE,GSM,Title,Organism,Library Strategy,Library Source,Library Selection,Platform ID,Instrument Models,Tissue/Characteristics
GSE217041,GSM6705632,UN-5,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3+/+; tissue:Uterus; cell type:Neutrophil; treatment:S100B
GSE217041,GSM6705633,UN-6,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3+/+; tissue:Uterus; cell type:Neutrophil; treatment:S100B
GSE217041,GSM6705634,UN-11,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3-/-; tissue:Uterus; cell type:Neutrophil; treatment:S100B
GSE217041,GSM6705635,UN-12,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3-/-; tissue:Uterus; cell type:Neutrophil; treatment:S100B
GSE217041,GSM6705636,DMA-7,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Decidua; genotype:Nlrp3+/+; tissue:Decidua; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705637,DMA-8,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Decidua; genotype:Nlrp3+/+; tissue:Decidua; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705638,DMA-9,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Decidua; genotype:Nlrp3+/+; tissue:Decidua; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705639,DMA-16,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Decidua; genotype:Nlrp3-/-; tissue:Decidua; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705640,DMA-17,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Decidua; genotype:Nlrp3-/-; tissue:Decidua; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705641,DMA-18,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Decidua; genotype:Nlrp3-/-; tissue:Decidua; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705642,UMA-7,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3+/+; tissue:Uterus; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705643,UMA-8,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3+/+; tissue:Uterus; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705644,UMA-9,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3+/+; tissue:Uterus; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705645,UMA-16,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3-/-; tissue:Uterus; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705646,UMA-17,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3-/-; tissue:Uterus; cell type:Macrophage; treatment:S100B
GSE217041,GSM6705647,UMA-18,Mus musculus,RNA-Seq,transcriptomic,cDNA,GPL28457,DNBSEQ-G400,source_name:Uterus; genotype:Nlrp3-/-; tissue:Uterus; cell type:Macrophage; treatment:S100B
GSE202339,GSM6108635,KD1,Homo sapiens,RNA-Seq,transcriptomic,RACE,GPL24676,Illumina NovaSeq 6000,source_name:human trophoblast stem cell; cell type:extravillouse trophoblast; shRNA:shRNA7/9
GSE202339,GSM6108636,KD2,Homo sapiens,RNA-Seq,transcriptomic,RACE,GPL24676,Illumina NovaSeq 6000,source_name:human trophoblast stem cell; cell type:extravillouse trophoblast; shRNA:shRNA7/9
GSE202339,GSM6108637,KD3,Homo sapiens,RNA-Seq,transcriptomic,RACE,GPL24676,Illumina NovaSeq 6000,source_name:human trophoblast stem cell; cell type:extravillouse trophoblast; shRNA:shRNA7/9
GSE202339,GSM6108638,SCR1,Homo sapiens,RNA-Seq,transcriptomic,RACE,GPL24676,Illumina NovaSeq 6000,source_name:human trophoblast stem cell; cell type:extravillouse trophoblast; shRNA:shRNAscr
GSE202339,GSM6108639,SCR2,Homo sapiens,RNA-Seq,transcriptomic,RACE,GPL24676,Illumina NovaSeq 6000,source_name:human trophoblast stem cell; cell type:extravillouse trophoblast; shRNA:shRNAscr
GSE202339,GSM6108640,SCR3,Homo sapiens,RNA-Seq,transcriptomic,RACE,GPL24676,Illumina NovaSeq 6000,source_name:human trophoblast stem cell; cell type:extravillouse trophoblast; shRNA:shRNAscr
GSE202339,GSM6108641,KO-d12A,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat trophoblast stem cells; cell type:trophoblast cell; strain:Holtzman Sprague-Dawley
GSE202339,GSM6108642,KO-d12B,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat trophoblast stem cells; cell type:trophoblast cell; strain:Holtzman Sprague-Dawley
GSE202339,GSM6108643,KO-d12C,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat trophoblast stem cells; cell type:trophoblast cell; strain:Holtzman Sprague-Dawley
GSE202339,GSM6108644,WT-d12A,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat trophoblast stem cells; cell type:trophoblast cell; strain:Holtzman Sprague-Dawley
GSE202339,GSM6108645,WT-d12B,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat trophoblast stem cells; cell type:trophoblast cell; strain:Holtzman Sprague-Dawley
GSE202339,GSM6108646,WT-d12C,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat trophoblast stem cells; cell type:trophoblast cell; strain:Holtzman Sprague-Dawley
GSE202339,GSM6108647,MNJ-1,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat junctional zone; gestation day:14.5
GSE202339,GSM6108648,MNJ-2,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat junctional zone; gestation day:14.5
GSE202339,GSM6108649,MNJ-3,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat junctional zone; gestation day:14.5
GSE202339,GSM6108650,MNJ-4,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat junctional zone; gestation day:14.5
GSE202339,GSM6108651,MWJ-1,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat junctional zone; gestation day:14.5
GSE202339,GSM6108652,MWJ-2,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat junctional zone; gestation day:14.5
GSE202339,GSM6108653,MWJ-3,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat junctional zone; gestation day:14.5
GSE202339,GSM6108654,MWJ-4,Rattus norvegicus,RNA-Seq,transcriptomic,RACE,GPL25947,Illumina NovaSeq 6000,source_name:rat junctional zone; gestation day:14.5
GSE202339,GSM6161384,Cited2_WT1,Rattus,RNA-Seq,transcriptomic single cell,cDNA,GPL32253,Illumina NovaSeq 6000,source_name:rat 18.5 uterine-placental interface; developmental stage:gestational day 18.5; genotype:wildtype
GSE202339,GSM6161385,Cited2_WT2,Rattus,RNA-Seq,transcriptomic single cell,cDNA,GPL32253,Illumina NovaSeq 6000,source_name:rat 18.5 uterine-placental interface; developmental stage:gestational day 18.5; genotype:wildtype
GSE202339,GSM6161386,Cited2_WT3,Rattus,RNA-Seq,transcriptomic single cell,cDNA,GPL32253,Illumina NovaSeq 6000,source_name:rat 18.5 uterine-placental interface; developmental stage:gestational day 18.5; genotype:wildtype
GSE202339,GSM6161387,Cited2_KO1,Rattus,RNA-Seq,transcriptomic single cell,cDNA,GPL32253,Illumina NovaSeq 6000,source_name:rat 18.5 uterine-placental interface; developmental stage:gestational day 18.5; genotype:Cited2 mutant
GSE202339,GSM6161388,Cited2_KO2,Rattus,RNA-Seq,transcriptomic single cell,cDNA,GPL32253,Illumina NovaSeq 6000,source_name:rat 18.5 uterine-placental interface; developmental stage:gestational day 18.5; genotype:Cited2 mutant
GSE202339,GSM6161389,Cited2_KO3,Rattus,RNA-Seq,transcriptomic single cell,cDNA,GPL32253,Illumina NovaSeq 6000,source_name:rat 18.5 uterine-placental interface; developmental stage:gestational day 18.5; genotype:Cited2 mutant
GSE182015,GSM5516237,hbdTSC_E2_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:Blastocyst-derived trophoblast stem cells; tag:Blastocyst-derived trophoblast stem cells, line #2"
GSE182015,GSM5516238,hbdTSC_E2_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:Blastocyst-derived trophoblast stem cells; tag:Blastocyst-derived trophoblast stem cells, line #2"
GSE182015,GSM5516239,hbdTSC_E2_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:Blastocyst-derived trophoblast stem cells; tag:Blastocyst-derived trophoblast stem cells, line #2"
GSE182015,GSM5516240,hbdTSC_E9_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:Blastocyst-derived trophoblast stem cells; tag:Blastocyst-derived trophoblast stem cells, line #9"
GSE182015,GSM5516241,hbdTSC_E9_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:Blastocyst-derived trophoblast stem cells; tag:Blastocyst-derived trophoblast stem cells, line #9"
GSE182015,GSM5516242,hbdTSC_E9_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:Blastocyst-derived trophoblast stem cells; tag:Blastocyst-derived trophoblast stem cells, line #9"
GSE182015,GSM5516243,KEN_hFF_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,source_name:Foreskin fibroblasts; tag:Foreskin fibroblasts
GSE182015,GSM5516244,KEN_hFF_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,source_name:Foreskin fibroblasts; tag:Foreskin fibroblasts
GSE182015,GSM5516245,KEN_hFF_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,source_name:Foreskin fibroblasts; tag:Foreskin fibroblasts
GSE182015,GSM5516246,GM2_fibs_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,source_name:Adult Skin fibroblasts; tag:Adult female skin fibroblasts
GSE182015,GSM5516247,GM2_fibs_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,source_name:Adult Skin fibroblasts; tag:Adult female skin fibroblasts
GSE182015,GSM5516248,GM2_fibs_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,source_name:Adult Skin fibroblasts; tag:Adult female skin fibroblasts
GSE182015,GSM5516249,hESCs_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,source_name:Embryonic stem cells; tag:Embryonic stem cells
GSE182015,GSM5516250,hESCs_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,source_name:Embryonic stem cells; tag:Embryonic stem cells
GSE182015,GSM5516251,hESCs_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,source_name:Embryonic stem cells; tag:Embryonic stem cells
GSE182015,GSM5516252,KEN_hiTSC_C1_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #1"
GSE182015,GSM5516253,KEN_hiTSC_C1_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #1"
GSE182015,GSM5516254,KEN_hiTSC_C1_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #1"
GSE182015,GSM5516255,KEN_hiTSC_C2_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #2"
GSE182015,GSM5516256,KEN_hiTSC_C2_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #2"
GSE182015,GSM5516257,KEN_hiTSC_C2_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #2"
GSE182015,GSM5516258,KEN_hiTSC_C4_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #4"
GSE182015,GSM5516259,KEN_hiTSC_C4_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #4"
GSE182015,GSM5516260,KEN_hiTSC_C4_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #4"
GSE182015,GSM5516261,PCS_hiTSC_C11_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #11"
GSE182015,GSM5516262,PCS_hiTSC_C11_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #11"
GSE182015,GSM5516263,PCS_hiTSC_C11_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #11"
GSE182015,GSM5516264,GM2_hiTSCs_C16_rep1 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #16"
GSE182015,GSM5516265,GM2_hiTSCs_C16_rep2 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #16"
GSE182015,GSM5516266,GM2_hiTSCs_C16_rep3 [RRBS],Homo sapiens,Bisulfite-Seq,genomic,Reduced Representation,GPL16791,Illumina HiSeq 2500,"source_name:iTSCs; tag:Induced trophoblast stem cells, line #16"
GSE225378,GSM7047703,MSTN-treated 24h rep1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL18573,Illumina NextSeq 500,source_name:First-trimester Placenta Trophoblast; cell type:First-trimester Placenta Trophoblast; treatment:MSTN; time:24 hrs
GSE225378,GSM7047704,MSTN-treated 24h rep2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL18573,Illumina NextSeq 500,source_name:First-trimester Placenta Trophoblast; cell type:First-trimester Placenta Trophoblast; treatment:MSTN; time:24 hrs
GSE225378,GSM7047705,MSTN-treated 24h rep3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL18573,Illumina NextSeq 500,source_name:First-trimester Placenta Trophoblast; cell type:First-trimester Placenta Trophoblast; treatment:MSTN; time:24 hrs
GSE225378,GSM7047706,MSTN-treated 24h rep4,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL18573,Illumina NextSeq 500,source_name:First-trimester Placenta Trophoblast; cell type:First-trimester Placenta Trophoblast; treatment:MSTN; time:24 hrs
GSE225378,GSM7047707,MSTN-treated 24h rep5,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL18573,Illumina NextSeq 500,source_name:First-trimester Placenta Trophoblast; cell type:First-trimester Placenta Trophoblast; treatment:MSTN; time:24 hrs
GSE188738,GSM5723087,Control HTS cell (replicate 1) [HTS_ctrl-1_S1_L001],Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:cell line; tissue source:Placenta; cell line:CT27; cell type:trophoblast stem cells; genotype/variation:Control
GSE188738,GSM5723088,Control HTS cell (replicate 2) [HTS_ctrl-1_S1_L002],Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:cell line; tissue source:Placenta; cell line:CT27; cell type:trophoblast stem cells; genotype/variation:Control
GSE188738,GSM5723089,Control HTS cell (replicate 3) [HTS_ctrl-3_S3_L001],Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:cell line; tissue source:Placenta; cell line:CT27; cell type:trophoblast stem cells; genotype/variation:Control
GSE188738,GSM5723090,Control HTS cell (replicate 4) [HTS_ctrl-3_S3_L002],Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:cell line; tissue source:Placenta; cell line:CT27; cell type:trophoblast stem cells; genotype/variation:Control
GSE188738,GSM5723091,TAZ knock Down HTS cell (replicate 1) [HTS_TAZKD-1_S46_L001],Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:cell line; tissue source:Placenta; cell line:CT27; cell type:trophoblast stem cells; genotype/variation:TAZ knock Down
GSE188738,GSM5723092,TAZ knock Down HTS cell (replicate 2) [HTS_TAZKD-1_S46_L002],Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:cell line; tissue source:Placenta; cell line:CT27; cell type:trophoblast stem cells; genotype/variation:TAZ knock Down
GSE188738,GSM5723093,TAZ knock Down HTS cell (replicate 3) [HTS_TAZKD-3_S48_L001],Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:cell line; tissue source:Placenta; cell line:CT27; cell type:trophoblast stem cells; genotype/variation:TAZ knock Down
GSE188738,GSM5723094,TAZ knock Down HTS cell (replicate 4) [HTS_TAZKD-3_S48_L002],Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL24676,Illumina NovaSeq 6000,source_name:cell line; tissue source:Placenta; cell line:CT27; cell type:trophoblast stem cells; genotype/variation:TAZ knock Down
GSE210319,GSM6380764,BeWo Hand 1 KO 1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA - HAND1/2
GSE210319,GSM6380765,BeWo Hand 1 KO 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA - HAND1/2
GSE210319,GSM6380766,BeWo Hand 1 KO 3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA - HAND1/2
GSE210319,GSM6380767,BeWo Allstar 1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA- negative control
GSE210319,GSM6380768,BeWo Allstar 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA- negative control
GSE210319,GSM6380769,BeWo Allstar 3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA- negative control
GSE210319,GSM6380770,BeWo Opti Only 1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:no treatment
GSE210319,GSM6380771,BeWo Opti Only 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:no treatment
GSE210319,GSM6380772,BeWo Opti Only 3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:no treatment
GSE210319,GSM6428107,HPMVEC Hand 1 KO 1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:siRNA - HAND1/2
GSE210319,GSM6428108,HPMVEC Hand 1 KO 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:siRNA - HAND1/2
GSE210319,GSM6428109,HPMVEC Hand 1 KO 3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:siRNA - HAND1/2
GSE210319,GSM6428110,HPMVEC Hand 1 KO 4,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:siRNA - HAND1/2
GSE210319,GSM6428111,HPMVEC Allstar 1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:siRNA- negative control
GSE210319,GSM6428112,HPMVEC Allstar 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:siRNA- negative control
GSE210319,GSM6428113,HPMVEC Allstar 4,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:siRNA- negative control
GSE210319,GSM6428114,HPMVEC Opti Only 1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:no treatment
GSE210319,GSM6428115,HPMVEC Opti Only 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:no treatment
GSE210319,GSM6428116,HPMVEC Opti Only 3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:no treatment
GSE210319,GSM6428117,HPMVEC Opti Only 4,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:HPMVEC; cell line:HPMVEC; cell type:Human Placenta Microvascular Endothelial Cells; treatment:no treatment
GSE209620,GSM6380764,BeWo Hand 1 KO 1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA - HAND1/2
GSE209620,GSM6380765,BeWo Hand 1 KO 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA - HAND1/2
GSE209620,GSM6380766,BeWo Hand 1 KO 3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA - HAND1/2
GSE209620,GSM6380767,BeWo Allstar 1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA- negative control
GSE209620,GSM6380768,BeWo Allstar 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA- negative control
GSE209620,GSM6380769,BeWo Allstar 3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:siRNA- negative control
GSE209620,GSM6380770,BeWo Opti Only 1,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:no treatment
GSE209620,GSM6380771,BeWo Opti Only 2,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:no treatment
GSE209620,GSM6380772,BeWo Opti Only 3,Homo sapiens,RNA-Seq,transcriptomic,cDNA,GPL21697,NextSeq 550,source_name:Bewo; cell line:Bewo; cell type:choriocarcinoma; treatment:no treatment
GSE194033,GSM5825781,Healthy cow - rep1,Bos taurus,RNA-Seq,transcriptomic,cDNA,GPL24230,HiSeq X Ten,source_name:Healthy cow; tissue:placenta
GSE194033,GSM5825782,Healthy cow - rep2,Bos taurus,RNA-Seq,transcriptomic,cDNA,GPL24230,HiSeq X Ten,source_name:Healthy cow; tissue:placenta
GSE194033,GSM5825783,Healthy cow - rep3,Bos taurus,RNA-Seq,transcriptomic,cDNA,GPL24230,HiSeq X Ten,source_name:Healthy cow; tissue:placenta
GSE194033,GSM5825784,Retained placenta cow - rep1,Bos taurus,RNA-Seq,transcriptomic,cDNA,GPL24230,HiSeq X Ten,source_name:Retained placenta cow; tissue:placenta
GSE194033,GSM5825785,Retained placenta cow - rep2,Bos taurus,RNA-Seq,transcriptomic,cDNA,GPL24230,HiSeq X Ten,source_name:Retained placenta cow; tissue:placenta
GSE194033,GSM5825786,Retained placenta cow - rep3,Bos taurus,RNA-Seq,transcriptomic,cDNA,GPL24230,HiSeq X Ten,source_name:Retained placenta cow; tissue:placenta
